Soortnaam;Locatie;Uitgevoerd;Link_waarnemingen;puntlocaties zonder CP telling 2016
Grote bremraap;Kloosterberg (d6-42-13);1;http://waarnemingen.be/waarneming/view/119306728;
Grote bremraap;Kelbergen (d6-32-22);;;
Kleine schorseneer;Vorsdonkbos-Turfputten (d5-45-14);1;http://waarnemingen.be/waarneming/view/120299446;
Kleine schorseneer;Dolaag d5-56-41;;Hier wordt in 2017 opnieuw naar gezocht op basis van locatie Piet De Becker;
Kleine wolfsklauw;Ôs Hertogenheide (d5-45-24);;;
Koprus;Dassenaarde1 (d6-31-21);1;http://waarnemingen.be/waarneming/view/122502339;
Koprus;Dassenaarde1 (d6-31-21);;http://waarnemingen.be/waarneming/view/122502272;
Koprus;Dassenaarde2 (d6-31-22);1;http://waarnemingen.be/waarneming/view/120349935;
Koprus;Dassenaarde2 (d6-31-22);;http://waarnemingen.be/waarneming/view/120349936;
Koprus;Dassenaarde2 (d6-31-22);;http://waarnemingen.be/waarneming/view/120349937;
Koprus;Dassenaarde2 (d6-31-22);;http://waarnemingen.be/waarneming/view/120349938;
Ronde zegge;Weterbeek (e5-25-43);;;
Ronde zegge;Malendriesbeekvallei2 (e5-26-44);;;
Ronde zegge;Malendriesbeekvallei1 (e5-26-42);;;
Ronde zegge;Kloosterbeemden (d5-38-23);;;
Ronde zegge;Rodeberg (d5-38-11);;;
Ronde zegge;Demerbroeken (d5-38-22);1;http://waarnemingen.be/waarneming/view/118987954;
Ronde zegge;Vorsdonkbos (d5-45-14);;;
Ronde zegge;Torfbroek (d5-51-31);;;
Spits fonteinkruid;Zicht (d5-54-41);;stuk privaat, al veel gezocht, maar volgend jaar verder zoeken mits vergunning;
Spits fonteinkruid;Humberg (d6-22-24);;;
Spits fonteinkruid;Vallei van de Drie Beken (d6-23-32);;;
Weegbreefonteinkruid;Melsbroek (d4-57-44);;;
Weegbreefonteinkruid;Langebunder (d4-58-24);;;
Weegbreefonteinkruid;Kwade Poel (d5-56-24);;;
Weegbreefonteinkruid;Torfbroek (d5-51-31);;;
Weegbreefonteinkruid;Walenhoek (d5-51-41);;;
Witte waterranonkel;Averbodes Bos (d5-28-32);1;http://waarnemingen.be/waarneming/view/117957640;
Harlekijn;Achter Schoonhoven (d5-37-33) ;1;http://waarnemingen.be/waarneming/view/118037819;
Spits fonteinkruid;Averbode (d5-28-32);;15/07/2016 (te laat) gaan kijken en niks gevonden, bezoeken we volgend jaar opnieuw;
Spits fonteinkruid;Groenendaal (e4-57-12);;;
Duingentiaan;Zwarte Hoek (d0-16-12);;;
Duingentiaan;Westhoek6 (d0-16-22);;;
Duingentiaan;Oostvoorduinen (c0-48-43);;;
Duingentiaan;Ter Yde (c0-48-41);;;
Duingentiaan;Karthuizerduinen (c0-48-24);;;
Duingentiaan;Westhoek3 (c0-56-33);1;INBO databank;
Duingentiaan;Westhoek4 (c0-56-34);1;INBO databank;
Duingentiaan;Westhoek1 (c0-56-31);1;INBO databank;
Duingentiaan;Westhoek2 (c0-56-32);1;INBO databank;
Duingentiaan;Westhoek5 (c0-56-41);1;INBO databank;
Duingentiaan;Ijzermonding (c1-41-12);;;
Duingentiaan;Groenpleinduinen (b2-33-41);;;
Duingentiaan;Zwinduinen (b2-33-42);;;
Fijn goudscherm;Zwin2 (b2-34-32);1;http://waarnemingen.be/waarneming/view/123321308;
Fijn goudscherm;Zwin1 (b2-34-14);;;
Gesteelde zoutmelde;Baai van Heist (b2-32-33);;;
Gesteelde zoutmelde;Zwin1 (b2-34-13);;;
Gesteelde zoutmelde;Zwin2 (b2-34-14);;;
Grote bremraap;Oosthof (c1-38-32);;;http://waarnemingen.be/waarneming/view/93944332
Grote bremraap;Duvelsgat (c1-38-41);1;http://waarnemingen.be/waarneming/view/119062789;
Grote bremraap;Lindeveld (c2-53-23);;;http://waarnemingen.be/waarneming/view/104807174
Grote bremraap;Kasteel de Lanier (c2-54-21);;;
Grote bremraap;Nieuw Beernem (c2-43-44);;;
Grote bremraap;Snauwhoek (c2-43-41);;;
Grote bremraap;Tillegembos (c2-31-32);;nog niet doorgegeven. Teller nog nabellen, Hannes ziet hem komende week;http://waarnemingen.be/waarneming/view/93944338
Grote bremraap;Loweide (c2-33-11);;nog niet doorgegeven. Teller nog nabellen, Hannes ziet hem komende week;
Grote bremraap;Ten Torre (c2-33-21);;;
Grote bremraap;Doolhof (c2-22-44);;;
Grote bremraap;Maleveld (c2-23-14);;nog niet doorgegeven. Teller nog nabellen, Hannes ziet hem komende week;
Harlekijn;Kartuizerduinen (c0-48-24);1;http://waarnemingen.be/waarneming/view/117891992;
Honingorchis;Westhoek4 (d0-16-12);;;
Honingorchis;Duinhoek (d0-16-22);;;
Honingorchis;Ter Yde2 (c0-48-41);1;INBO databank;
Honingorchis;Ter Yde3 (c0-48-42);;;
Honingorchis;Ter Yde1 (c0-48-23);;;
Honingorchis;Ter Yde/Karthuizerduinen (c0-48-24);;;
Honingorchis;Oostduinkerke- Schipgatduinen (c0-47-42);;;
Honingorchis;Westhoek2 (c0-56-33);1;INBO databank;
Honingorchis;Westhoek3 (c0-56-34);1;INBO databank;
Honingorchis;Westhoek1 (c0-56-32);1;INBO databank;
Honingorchis;Ijzermonding (c1-41-12);;;
Ronde zegge;Vaarttaluds Moen3 (e2-44-43);;;"In principe al gedaan, maar waarnemer Dirk Derdeyn weigert mee te doen wegens lokaal beheer van NP en ANB niet naar zijn zin. Ingevoerd in zowel meetnetten als waarnemingen maar geen exact aantal gegeven (""nog slechts enkele bloeiende planten, uitroe•ng door NP en ANB gebeurd uiterst effici‘nt"")"
Ronde zegge;Vaarttaluds Moen2 (e2-44-41);;;Er worden afspraken gemaakt met Dirk Derdeyn op terrein
Ronde zegge;Vaarttaluds Moen1 (e2-44-14);;;
Spits fonteinkruid;Blankaart2 (d1-33-34);1;kaarten ontvangen;
Spits fonteinkruid;Blankaart3 (d1-33-43);1;kaarten ontvangen;
Spits fonteinkruid;Blankaart1 (d1-33-32);1;kaarten ontvangen;
Spits fonteinkruid;Schuddebeurze (c1-42-11);;;
Spits fonteinkruid;Fonteintjes (b2-41-13);;;
Weegbreefonteinkruid;Oostvoorduinen (c0-48-44);;;
Weegbreefonteinkruid;Hannecartbos (c0-48-42);1;http://waarnemingen.be/waarneming/view/122980466;
Weegbreefonteinkruid;Duinbossen Vlissegem (b1-57-13);;;
Weegbreefonteinkruid;Fonteintjes1 (b1-48-24);;;opnieuw gaan zoeken op basis van gegevens Wouter Van Landuyt en Leo Van Hecke
Weegbreefonteinkruid;Fonteintjes2 (b2-41-13);1;http://waarnemingen.be/waarneming/view/122508562;
Witte waterranonkel;Bulskampveld (c2-53-14);;;
Welriekende nachtorchis;Gulke Putten (d2-13-24);1;http://waarnemingen.be/waarneming/view/122085662;
Spits fonteinkruid;Gavers (e2-23-43);;;
Plat fonteinkruid;Wulfaartsdijkbeek (c1-54-42);1;;

