SOORTSCODE;ABUNDANTIE;WAARNEMER1;WAARNEMER2;WAARNEMER3;Datum;MAAND;JAAR;SCHAAL;OPMERKING;X_PROJ;Y_PROJ;;;;;;;;;;;;;
gentnuli;c;gompw;eenad;;22/08/2016;8;2016;Foretrex201;;22775,97;198992,52;;;;;;;;;;;;;
gentnuli;b;gompw;eenad;;28/08/2016;8;2016;Foretrex201;;23146,59;198942,88;;;;;;;;;;;;;
gentnuli;c;gompw;eenad;;28/08/2016;8;2016;Foretrex201;;23145,88;198988,71;;;;;;;;;;;;;
gentnuli;c;gompw;eenad;;28/08/2016;8;2016;Foretrex201;;23134,95;198949,79;;;;;;;;;;;;;
gentnuli;a;gompw;eenad;;28/08/2016;8;2016;Foretrex201;;23146,66;198960,70;;;;;;;;;;;;;
gentnuli;c;gompw;eenad;;28/08/2016;8;2016;Foretrex201;;23104,87;198952,29;;;;;;;;;;;;;
gentnuli;b;gompw;eenad;;28/08/2016;8;2016;Foretrex201;;23133,47;198970,63;;;;;;;;;;;;;
gentnuli;c;gompw;eenad;;28/08/2016;8;2016;Foretrex201;;23122,06;198956,41;;;;;;;;;;;;;
gentnuli;c;gompw;eenad;;28/08/2016;8;2016;Foretrex201;;23126,11;198961,00;;;;;;;;;;;;;
gentnuli;b;gompw;eenad;;28/08/2016;8;2016;Foretrex201;;23128,07;198964,75;;;;;;;;;;;;;
gentnuli;c;gompw;eenad;;31/08/2016;8;2016;Foretrex201;;22738,09;198760,23;;;;;;;;;;;;;
gentnuli;c;gompw;eenad;;31/08/2016;8;2016;Foretrex201;;22700,10;198697,68;;;;;;;;;;;;;
gentnuli;b;gompw;eenad;;31/08/2016;8;2016;Foretrex201;;22758,98;198662,98;;;;;;;;;;;;;
gentnuli;e;gompw;eenad;;31/08/2016;8;2016;Foretrex201;;22821,60;198669,53;;;;;;;;;;;;;
gentnuli;c;verce;provs;;23/08/2016;8;2016;Foretrex201;;22456,89;198935,03;;;;;;;;;;;;;
gentnuli;c;verce;provs;;23/08/2016;8;2016;Foretrex201;;22487,86;198909,29;;;;;;;;;;;;;
gentnuli;a;verce;provs;;23/08/2016;8;2016;Foretrex201;;22463,37;198939,47;;;;;;;;;;;;;
gentnuli;d;verce;provs;;23/08/2016;8;2016;Foretrex201;;22480,19;198938,10;;;;;;;;;;;;;
gentnuli;d;verce;provs;;23/08/2016;8;2016;Foretrex201;;22483,07;198927,52;;;;;;;;;;;;;
gentnuli;b;verce;provs;;23/08/2016;8;2016;Foretrex201;;22495,25;198900,10;;;;;;;;;;;;;
gentnuli;b;verce;provs;;23/08/2016;8;2016;Foretrex201;;22505,31;198902,67;;;;;;;;;;;;;
gentnuli;a;verce;provs;;23/08/2016;8;2016;Foretrex201;;22489,63;198928,04;;;;;;;;;;;;;
gentnuli;c;verce;provs;;23/08/2016;8;2016;Foretrex201;;22488,77;198932,22;;;;;;;;;;;;;
gentnuli;c;verce;provs;;23/08/2016;8;2016;Foretrex201;;22482,96;198933,49;;;;;;;;;;;;;
gentnuli;b;verce;provs;;23/08/2016;8;2016;Foretrex201;;22477,77;198943,01;;;;;;;;;;;;;
gentnuli;b;verce;provs;;23/08/2016;8;2016;Foretrex201;;22477,33;198947,50;;;;;;;;;;;;;
gentnuli;b;verce;provs;;23/08/2016;8;2016;Foretrex201;;22474,52;198952,04;;;;;;;;;;;;;
gentnuli;c;verce;provs;;23/08/2016;8;2016;Foretrex201;;22500,78;198936,21;;;;;;;;;;;;;
gentnuli;a;verce;provs;;23/08/2016;8;2016;Foretrex201;;22501,37;198944,97;;;;;;;;;;;;;
gentnuli;c;verce;provs;;23/08/2016;8;2016;Foretrex201;;22517,68;198923,30;;;;;;;;;;;;;
gentnuli;b;verce;provs;;23/08/2016;8;2016;Foretrex201;;22522,48;198918,14;;;;;;;;;;;;;
gentnuli;c;verce;provs;;23/08/2016;8;2016;Foretrex201;;22509,77;198948,20;;;;;;;;;;;;;
gentnuli;d;verce;provs;;23/08/2016;8;2016;Foretrex201;;22505,97;198949,78;;;;;;;;;;;;;
gentnuli;c;verce;provs;;23/08/2016;8;2016;Foretrex201;;22505,17;198964,01;;;;;;;;;;;;;
gentnuli;b;verce;provs;;23/08/2016;8;2016;Foretrex201;;22509,02;198965,84;;;;;;;;;;;;;
gentnuli;d;verce;provs;;23/08/2016;8;2016;Foretrex201;;22515,55;198953,07;;;;;;;;;;;;;
gentnuli;d;verce;provs;;23/08/2016;8;2016;Foretrex201;;22520,89;198952,05;;;;;;;;;;;;;
gentnuli;d;verce;provs;;23/08/2016;8;2016;Foretrex201;;22517,39;198955,24;;;;;;;;;;;;;
gentnuli;c;verce;provs;;23/08/2016;8;2016;Foretrex201;;22510,05;198970,54;;;;;;;;;;;;;
gentnuli;b;verce;provs;;23/08/2016;8;2016;Foretrex201;;22510,55;198983,50;;;;;;;;;;;;;
gentnuli;c;verce;provs;;23/08/2016;8;2016;Foretrex201;;22514,01;198978,51;;;;;;;;;;;;;
gentnuli;b;verce;provs;;23/08/2016;8;2016;Foretrex201;;22513,87;198969,99;;;;;;;;;;;;;
gentnuli;e;verce;provs;;23/08/2016;8;2016;Foretrex201;;22521,87;198960,17;;;;;;;;;;;;;
gentnuli;c;verce;provs;;23/08/2016;8;2016;Foretrex201;;22524,36;198952,98;;;;;;;;;;;;;
gentnuli;a;verce;provs;;23/08/2016;8;2016;Foretrex201;;22562,67;198907,11;;;;;;;;;;;;;
gentnuli;b;verce;provs;;23/08/2016;8;2016;Foretrex201;;22546,10;198933,72;;;;;;;;;;;;;
gentnuli;b;verce;provs;;23/08/2016;8;2016;Foretrex201;;22543,15;198938,45;;;;;;;;;;;;;
gentnuli;b;verce;provs;;23/08/2016;8;2016;Foretrex201;;22534,27;198951,58;;;;;;;;;;;;;
gentnuli;d;verce;provs;;23/08/2016;8;2016;Foretrex201;;22526,86;198960,21;;;;;;;;;;;;;
gentnuli;d;verce;provs;;23/08/2016;8;2016;Foretrex201;;22525,93;198966,44;;;;;;;;;;;;;
gentnuli;c;verce;provs;;23/08/2016;8;2016;Foretrex201;;22520,85;198974,42;;;;;;;;;;;;;
gentnuli;c;verce;provs;;23/08/2016;8;2016;Foretrex201;;22513,73;198982,39;;;;;;;;;;;;;
gentnuli;c;verce;provs;;23/08/2016;8;2016;Foretrex201;;22513,35;198985,84;;;;;;;;;;;;;
gentnuli;b;verce;provs;;23/08/2016;8;2016;Foretrex201;;22509,62;198989,46;;;;;;;;;;;;;
gentnuli;b;verce;provs;;23/08/2016;8;2016;Foretrex201;;22550,93;198945,00;;;;;;;;;;;;;
gentnuli;c;gompw;provs;;25/08/2016;8;2016;Foretrex201;;22503,62;198802,01;;;;;;;;;;;;;
gentnuli;b;gompw;provs;;25/08/2016;8;2016;Foretrex201;;22480,16;198842,14;;;;;;;;;;;;;
gentnuli;c;gompw;provs;;25/08/2016;8;2016;Foretrex201;;22483,91;198830,34;;;;;;;;;;;;;
gentnuli;c;gompw;provs;;25/08/2016;8;2016;Foretrex201;;22485,06;198827,93;;;;;;;;;;;;;
gentnuli;c;gompw;provs;;25/08/2016;8;2016;Foretrex201;;22489,28;198819,36;;;;;;;;;;;;;
gentnuli;e;gompw;provs;;25/08/2016;8;2016;Foretrex201;;22491,30;198817,49;;;;;;;;;;;;;
gentnuli;d;gompw;provs;;25/08/2016;8;2016;Foretrex201;;22493,33;198801,68;;;;;;;;;;;;;
gentnuli;c;gompw;provs;;25/08/2016;8;2016;Foretrex201;;22485,08;198815,04;;;;;;;;;;;;;
gentnuli;c;gompw;provs;;25/08/2016;8;2016;Foretrex201;;22484,73;198818,07;;;;;;;;;;;;;
gentnuli;c;gompw;provs;;25/08/2016;8;2016;Foretrex201;;22480,88;198828,89;;;;;;;;;;;;;
gentnuli;c;gompw;provs;;25/08/2016;8;2016;Foretrex201;;22518,38;198804,96;;;;;;;;;;;;;
gentnuli;a;gompw;provs;;25/08/2016;8;2016;Foretrex201;;22544,09;198805,16;;;;;;;;;;;;;
gentnuli;c;gompw;provs;;25/08/2016;8;2016;Foretrex201;;22544,64;198813,75;;;;;;;;;;;;;
gentnuli;b;gompw;provs;;25/08/2016;8;2016;Foretrex201;;22540,47;198830,95;;;;;;;;;;;;;
gentnuli;b;gompw;provs;;25/08/2016;8;2016;Foretrex201;;22544,93;198835,62;;;;;;;;;;;;;
gentnuli;a;gompw;provs;;25/08/2016;8;2016;Foretrex201;;22519,14;198884,45;;;;;;;;;;;;;
gentnuli;b;gompw;provs;;25/08/2016;8;2016;Foretrex201;;22492,99;198888,14;;;;;;;;;;;;;
gentnuli;d;gompw;provs;;25/08/2016;8;2016;Foretrex201;;22523,86;198804,34;;;;;;;;;;;;;
gentnuli;d;gompw;provs;;25/08/2016;8;2016;Foretrex201;;22533,92;198806,25;;;;;;;;;;;;;
gentnuli;a;gompw;provs;;25/08/2016;8;2016;Foretrex201;;22535,05;198817,19;;;;;;;;;;;;;
gentnuli;a;gompw;provs;;25/08/2016;8;2016;Foretrex201;;22502,94;198889,19;;;;;;;;;;;;;
gentnuli;c;gompw;provs;;25/08/2016;8;2016;Foretrex201;;22518,88;198818,89;;;;;;;;;;;;;
gentnuli;a;gompw;provs;;25/08/2016;8;2016;Foretrex201;;22520,10;198836,19;;;;;;;;;;;;;
gentnuli;b;gompw;provs;;25/08/2016;8;2016;Foretrex201;;22523,05;198836,35;;;;;;;;;;;;;
gentnuli;b;gompw;eenad;;18/08/2016;8;2016;Foretrex201;;23175,48;199078,26;;;;;;;;;;;;;
gentnuli;b;gompw;eenad;;18/08/2016;8;2016;Foretrex201;;23175,72;199074,03;;;;;;;;;;;;;
gentnuli;c;gompw;eenad;;18/08/2016;8;2016;Foretrex201;;23179,43;199068,45;;;;;;;;;;;;;
gentnuli;c;gompw;eenad;;18/08/2016;8;2016;Foretrex201;;23183,68;199060,21;;;;;;;;;;;;;
gentnuli;c;gompw;eenad;;18/08/2016;8;2016;Foretrex201;;23188,42;199053,65;;;;;;;;;;;;;
gentnuli;c;gompw;eenad;;18/08/2016;8;2016;Foretrex201;;23193,04;199050,77;;;;;;;;;;;;;
gentnuli;c;gompw;eenad;;18/08/2016;8;2016;Foretrex201;;23204,30;199059,93;;;;;;;;;;;;;
gentnuli;d;gompw;eenad;;18/08/2016;8;2016;Foretrex201;;23211,24;199062,35;;;;;;;;;;;;;
gentnuli;d;gompw;eenad;;18/08/2016;8;2016;Foretrex201;;23218,36;199069,02;;;;;;;;;;;;;
gentnuli;c;gompw;eenad;;18/08/2016;8;2016;Foretrex201;;23222,78;199069,21;;;;;;;;;;;;;
gentnuli;b;gompw;eenad;;18/08/2016;8;2016;Foretrex201;;23232,08;199071,76;;;;;;;;;;;;;
gentnuli;a;gompw;eenad;;18/08/2016;8;2016;Foretrex201;;23238,96;199084,96;;;;;;;;;;;;;
gentnuli;c;gompw;eenad;;18/08/2016;8;2016;Foretrex201;;23243,65;199090,70;;;;;;;;;;;;;
gentnuli;b;gompw;eenad;;18/08/2016;8;2016;Foretrex201;;23222,49;199103,21;;;;;;;;;;;;;
gentnuli;e;gompw;eenad;;18/08/2016;8;2016;Foretrex201;;23213,64;199065,29;;;;;;;;;;;;;
gentnuli;c;gompw;eenad;;18/08/2016;8;2016;Foretrex201;;23237,28;199087,74;;;;;;;;;;;;;
gentnuli;e;gompw;eenad;;18/08/2016;8;2016;Foretrex201;;23239,97;199098,45;;;;;;;;;;;;;
gentnuli;d;gompw;eenad;;18/08/2016;8;2016;Foretrex201;;23239,74;199105,58;;;;;;;;;;;;;
gentnuli;b;gompw;eenad;;18/08/2016;8;2016;Foretrex201;;23237,58;199111,97;;;;;;;;;;;;;
gentnuli;a;gompw;eenad;;18/08/2016;8;2016;Foretrex201;;23232,31;199124,58;;;;;;;;;;;;;
gentnuli;d;gompw;eenad;;18/08/2016;8;2016;Foretrex201;;23233,78;199117,67;;;;;;;;;;;;;
gentnuli;c;gompw;eenad;;18/08/2016;8;2016;Foretrex201;;23216,41;199088,47;;;;;;;;;;;;;
gentnuli;e;gompw;eenad;;18/08/2016;8;2016;Foretrex201;;23191,72;199072,19;;;;;;;;;;;;;
gentnuli;e;gompw;eenad;;18/08/2016;8;2016;Foretrex201;;23196,16;199066,18;;;;;;;;;;;;;
gentnuli;c;gompw;eenad;;18/08/2016;8;2016;Foretrex201;;23235,09;199091,89;;;;;;;;;;;;;
gentnuli;d;gompw;eenad;;18/08/2016;8;2016;Foretrex201;;23233,94;199098,46;;;;;;;;;;;;;
gentnuli;d;gompw;eenad;;18/08/2016;8;2016;Foretrex201;;23235,54;199104,33;;;;;;;;;;;;;
gentnuli;c;gompw;eenad;;18/08/2016;8;2016;Foretrex201;;23220,57;199085,90;;;;;;;;;;;;;
gentnuli;d;gompw;eenad;;18/08/2016;8;2016;Foretrex201;;23207,60;199079,78;;;;;;;;;;;;;
gentnuli;c;gompw;eenad;;18/08/2016;8;2016;Foretrex201;;23198,35;199077,41;;;;;;;;;;;;;
gentnuli;c;gompw;eenad;;18/08/2016;8;2016;Foretrex201;;23202,59;199073,10;;;;;;;;;;;;;
gentnuli;c;gompw;eenad;;18/08/2016;8;2016;Foretrex201;;23209,53;199074,11;;;;;;;;;;;;;
gentnuli;c;gompw;eenad;;23/0802016;8;2016;Foretrex201;;22706,46;199039,49;;;;;;;;;;;;;
gentnuli;e;gompw;eenad;;23/0802016;8;2016;Foretrex201;;22708,63;199042,02;;;;;;;;;;;;;
gentnuli;c;gompw;eenad;;30/08/2016;8;2016;Foretrex201;;22564,08;198773,88;;;;;;;;;;;;;
gentnuli;c;gompw;eenad;;30/08/2016;8;2016;Foretrex201;;22591,25;198779,39;;;;;;;;;;;;;
gentnuli;e;gompw;eenad;;30/08/2016;8;2016;Foretrex201;;22594,16;198780,74;;;;;;;;;;;;;
gentnuli;c;gompw;eenad;;30/08/2016;8;2016;Foretrex201;;22554,38;198776,39;;;;;;;;;;;;;
gentnuli;c;gompw;eenad;;30/08/2016;8;2016;Foretrex201;;22545,32;198773,00;;;;;;;;;;;;;
gentnuli;d;gompw;eenad;;30/08/2016;8;2016;Foretrex201;;22600,19;198769,80;;;;;;;;;;;;;
gentnuli;e;gompw;eenad;;30/08/2016;8;2016;Foretrex201;;22593,20;198769,13;;;;;;;;;;;;;
gentnuli;c;gompw;eenad;;30/08/2016;8;2016;Foretrex201;;22584,56;198747,42;;;;;;;;;;;;;
gentnuli;c;gompw;eenad;;30/08/2016;8;2016;Foretrex201;;22606,41;198745,81;;;;;;;;;;;;;
gentnuli;b;gompw;eenad;;30/08/2016;8;2016;Foretrex201;;22615,50;198738,43;;;;;;;;;;;;;
gentnuli;c;gompw;eenad;;30/08/2016;8;2016;Foretrex201;;22619,54;198729,17;;;;;;;;;;;;;
gentnuli;c;gompw;eenad;;30/08/2016;8;2016;Foretrex201;;22627,55;198733,22;;;;;;;;;;;;;
gentnuli;c;gompw;eenad;;30/08/2016;8;2016;Foretrex201;;22670,19;198743,93;;;;;;;;;;;;;
gentnuli;b;gompw;eenad;;30/08/2016;8;2016;Foretrex201;;22686,53;198772,92;;;;;;;;;;;;;
gentnuli;c;gompw;eenad;;30/08/2016;8;2016;Foretrex201;;22648,74;198774,65;;;;;;;;;;;;;
gentnuli;c;gompw;eenad;;30/08/2016;8;2016;Foretrex201;;22627,81;198775,45;;;;;;;;;;;;;
gentnuli;d;gompw;eenad;;30/08/2016;8;2016;Foretrex201;;22591,00;198761,52;;;;;;;;;;;;;
gentnuli;c;gompw;eenad;;30/08/2016;8;2016;Foretrex201;;22615,46;198742,55;;;;;;;;;;;;;
gentnuli;c;gompw;eenad;;30/08/2016;8;2016;Foretrex201;;22662,26;198743,64;;;;;;;;;;;;;
gentnuli;c;gompw;eenad;;30/08/2016;8;2016;Foretrex201;;22649,18;198770,45;;;;;;;;;;;;;
gentnuli;b;gompw;eenad;;30/08/2016;8;2016;Foretrex201;;22648,01;198752,77;;;;;;;;;;;;;
gentnuli;c;gompw;eenad;;30/08/2016;8;2016;Foretrex201;;22820,24;198963,74;;;;;;;;;;;;;
gentnuli;c;gompw;eenad;;30/08/2016;8;2016;Foretrex201;;22820,95;198960,76;;;;;;;;;;;;;
gentnuli;c;gompw;eenad;;30/08/2016;8;2016;Foretrex201;;22653,48;198707,24;;;;;;;;;;;;;
gentnuli;c;gompw;eenad;;30/08/2016;8;2016;Foretrex201;;22729,08;198773,06;;;;;;;;;;;;;
gentnuli;c;gompw;eenad;;30/08/2016;8;2016;Foretrex201;;22662,73;198712,80;;;;;;;;;;;;;
gentnuli;c;gompw;eenad;;5/08/2016;8;2016;Foretrex201;;23095,04;199286,96;;;;;;;;;;;;;
gentnuli;b;gompw;eenad;;5/08/2016;8;2016;Foretrex201;;23075,03;199280,60;;;;;;;;;;;;;
gentnuli;c;gompw;eenad;;5/08/2016;8;2016;Foretrex201;;23067,78;199280,22;;;;;;;;;;;;;
gentnuli;c;gompw;eenad;;5/08/2016;8;2016;Foretrex201;;22989,27;199274,03;;;;;;;;;;;;;
gentnuli;d;gompw;eenad;;5/08/2016;8;2016;Foretrex201;;22978,82;199278,33;;;;;;;;;;;;;
gentnuli;b;gompw;eenad;;5/08/2016;8;2016;Foretrex201;;22955,01;199266,77;;;;;;;;;;;;;
gentnuli;c;gompw;eenad;;5/08/2016;8;2016;Foretrex201;;22965,69;199263,88;;;;;;;;;;;;;
gentnuli;d;gompw;eenad;;5/08/2016;8;2016;Foretrex201;;22970,80;199266,62;;;;;;;;;;;;;
gentnuli;c;gompw;eenad;;5/08/2016;8;2016;Foretrex201;;22976,53;199265,78;;;;;;;;;;;;;
gentnuli;c;gompw;eenad;;5/08/2016;8;2016;Foretrex201;;22981,92;199267,39;;;;;;;;;;;;;
gentnuli;c;gompw;eenad;;5/08/2016;8;2016;Foretrex201;;22981,49;199271,11;;;;;;;;;;;;;
gentnuli;c;gompw;eenad;;5/08/2016;8;2016;Foretrex201;;22975,49;199274,37;;;;;;;;;;;;;
gentnuli;d;gompw;eenad;;5/08/2016;8;2016;Foretrex201;;22973,36;199275,59;;;;;;;;;;;;;
gentnuli;c;gompw;eenad;;5/08/2016;8;2016;Foretrex201;;22954,43;199268,80;;;;;;;;;;;;;
gentnuli;c;gompw;eenad;;5/08/2016;8;2016;Foretrex201;;22961,77;199268,02;;;;;;;;;;;;;
gentnuli;d;gompw;eenad;;5/08/2016;8;2016;Foretrex201;;22957,48;199271,76;;;;;;;;;;;;;
gentnuli;c;gompw;eenad;;5/08/2016;8;2016;Foretrex201;;22961,09;199273,25;;;;;;;;;;;;;
gentnuli;b;gompw;eenad;;5/08/2016;8;2016;Foretrex201;;22966,68;199222,93;;;;;;;;;;;;;
gentnuli;c;gompw;eenad;;5/08/2016;8;2016;Foretrex201;;23010,84;199260,39;;;;;;;;;;;;;
gentnuli;c;gompw;eenad;;5/08/2016;8;2016;Foretrex201;;23002,81;199268,58;;;;;;;;;;;;;
gentnuli;e;gompw;eenad;;5/08/2016;8;2016;Foretrex201;;22995,05;199264,37;;;;;;;;;;;;;
gentnuli;a;gompw;eenad;;5/08/2016;8;2016;Foretrex201;;22989,37;199264,68;;;;;;;;;;;;;
gentnuli;c;gompw;eenad;;5/08/2016;8;2016;Foretrex201;;22985,14;199264,41;;;;;;;;;;;;;
gentnuli;c;gompw;eenad;;5/08/2016;8;2016;Foretrex201;;22981,87;199262,22;;;;;;;;;;;;;
gentnuli;a;gompw;eenad;;5/08/2016;8;2016;Foretrex201;;22971,43;199263,90;;;;;;;;;;;;;
gentnuli;c;gompw;eenad;;5/08/2016;8;2016;Foretrex201;;22962,49;199259,39;;;;;;;;;;;;;
gentnuli;d;gompw;eenad;;5/08/2016;8;2016;Foretrex201;;22955,11;199257,76;;;;;;;;;;;;;
gentnuli;b;gompw;eenad;;5/08/2016;8;2016;Foretrex201;;22962,76;199233,18;;;;;;;;;;;;;
gentnuli;c;gompw;eenad;;5/08/2016;8;2016;Foretrex201;;22993,78;199245,14;;;;;;;;;;;;;
gentnuli;b;gompw;eenad;;5/08/2016;8;2016;Foretrex201;;22998,00;199258,44;;;;;;;;;;;;;
gentnuli;d;gompw;eenad;;5/08/2016;8;2016;Foretrex201;;23003,22;199262,60;;;;;;;;;;;;;
gentnuli;c;gompw;eenad;;5/08/2016;8;2016;Foretrex201;;23009,00;199263,37;;;;;;;;;;;;;
gentnuli;a;gompw;eenad;;5/08/2016;8;2016;Foretrex201;;22982,76;199256,21;;;;;;;;;;;;;
gentnuli;b;gompw;eenad;;5/08/2016;8;2016;Foretrex201;;22977,15;199256,67;;;;;;;;;;;;;
gentnuli;c;gompw;eenad;;5/08/2016;8;2016;Foretrex201;;22976,76;199247,92;;;;;;;;;;;;;
gentnuli;c;gompw;eenad;;5/08/2016;8;2016;Foretrex201;;22976,47;199251,13;;;;;;;;;;;;;
gentnuli;a;gompw;eenad;;5/08/2016;8;2016;Foretrex201;;22977,57;199249,66;;;;;;;;;;;;;
gentnuli;f;gompw;eenad;;5/08/2016;8;2016;Foretrex201;;22859,73;199216,06;;;;;;;;;;;;;
gentnuli;e;gompw;eenad;;5/08/2016;8;2016;Foretrex201;;22853,59;199214,27;;;;;;;;;;;;;
gentnuli;d;gompw;eenad;;5/08/2016;8;2016;Foretrex201;;22831,71;199196,62;;;;;;;;;;;;;
gentnuli;b;gompw;eenad;;5/08/2016;8;2016;Foretrex201;;22875,93;199187,84;;;;;;;;;;;;;
gentnuli;d;gompw;eenad;;5/08/2016;8;2016;Foretrex201;;22887,32;199186,66;;;;;;;;;;;;;
gentnuli;c;eenad;neuct;;22/08/2016;8;2016;Foretrex201;;22899,84;199023,67;;;;;;;;;;;;;
gentnuli;c;eenad;neuct;;22/08/2016;8;2016;Foretrex201;;22896,92;199036,44;;;;;;;;;;;;;
gentnuli;c;eenad;neuct;;22/08/2016;8;2016;Foretrex201;;22942,69;199056,46;;;;;;;;;;;;;
gentnuli;c;eenad;neuct;;22/08/2016;8;2016;Foretrex201;;22948,75;199053,80;;;;;;;;;;;;;
gentnuli;e;eenad;neuct;;22/08/2016;8;2016;Foretrex201;;22959,92;199055,59;;;;;;;;;;;;;
gentnuli;d;eenad;neuct;;22/08/2016;8;2016;Foretrex201;;22966,80;199044,95;;;;;;;;;;;;;
gentnuli;c;eenad;neuct;;22/08/2016;8;2016;Foretrex201;;22970,89;199030,84;;;;;;;;;;;;;
gentnuli;b;eenad;neuct;;22/08/2016;8;2016;Foretrex201;;22978,30;199010,65;;;;;;;;;;;;;
gentnuli;c;eenad;neuct;;22/08/2016;8;2016;Foretrex201;;22981,75;199001,92;;;;;;;;;;;;;
gentnuli;c;eenad;neuct;;22/08/2016;8;2016;Foretrex201;;22987,57;198979,37;;;;;;;;;;;;;
gentnuli;c;eenad;neuct;;22/08/2016;8;2016;Foretrex201;;22984,19;198971,76;;;;;;;;;;;;;
gentnuli;d;eenad;neuct;;22/08/2016;8;2016;Foretrex201;;22977,86;198986,51;;;;;;;;;;;;;
gentnuli;c;eenad;neuct;;22/08/2016;8;2016;Foretrex201;;22973,62;198989,08;;;;;;;;;;;;;
gentnuli;d;eenad;neuct;;22/08/2016;8;2016;Foretrex201;;22967,29;198992,83;;;;;;;;;;;;;
gentnuli;c;eenad;neuct;;22/08/2016;8;2016;Foretrex201;;22950,37;198994,30;;;;;;;;;;;;;
gentnuli;b;eenad;neuct;;22/08/2016;8;2016;Foretrex201;;22904,66;198999,55;;;;;;;;;;;;;
gentnuli;b;eenad;neuct;;22/08/2016;8;2016;Foretrex201;;22902,99;199040,36;;;;;;;;;;;;;
gentnuli;d;eenad;neuct;;22/08/2016;8;2016;Foretrex201;;22943,20;199050,01;;;;;;;;;;;;;
gentnuli;b;eenad;neuct;;22/08/2016;8;2016;Foretrex201;;22951,26;199047,54;;;;;;;;;;;;;
gentnuli;c;eenad;neuct;;22/08/2016;8;2016;Foretrex201;;22965,85;199032,81;;;;;;;;;;;;;
gentnuli;d;eenad;neuct;;22/08/2016;8;2016;Foretrex201;;22966,95;199025,42;;;;;;;;;;;;;
gentnuli;d;eenad;neuct;;22/08/2016;8;2016;Foretrex201;;22970,71;199017,67;;;;;;;;;;;;;
gentnuli;b;eenad;neuct;;22/08/2016;8;2016;Foretrex201;;22975,90;199004,75;;;;;;;;;;;;;
gentnuli;c;eenad;neuct;;22/08/2016;8;2016;Foretrex201;;22940,75;199046,41;;;;;;;;;;;;;
gentnuli;b;eenad;neuct;;22/08/2016;8;2016;Foretrex201;;22951,21;199041,62;;;;;;;;;;;;;
gentnuli;d;eenad;neuct;;22/08/2016;8;2016;Foretrex201;;22956,47;199037,20;;;;;;;;;;;;;
gentnuli;c;eenad;neuct;;22/08/2016;8;2016;Foretrex201;;22961,18;199032,04;;;;;;;;;;;;;
gentnuli;e;eenad;neuct;;22/08/2016;8;2016;Foretrex201;;22964,23;199026,35;;;;;;;;;;;;;
gentnuli;c;eenad;neuct;;22/08/2016;8;2016;Foretrex201;;22967,07;199019,28;;;;;;;;;;;;;
gentnuli;c;eenad;neuct;;22/08/2016;8;2016;Foretrex201;;22948,13;199036,04;;;;;;;;;;;;;
gentnuli;b;eenad;neuct;;22/08/2016;8;2016;Foretrex201;;22956,98;199024,59;;;;;;;;;;;;;
gentnuli;c;eenad;neuct;;22/08/2016;8;2016;Foretrex201;;22955,29;199020,69;;;;;;;;;;;;;
gentnuli;e;eenad;neuct;;22/08/2016;8;2016;Foretrex201;;22766,76;199006,08;;;;;;;;;;;;;
hermimon;c;gompw;;;12/06/2016;6;2016;RTK R8;Simliduinen;34123,39;204606,04;;;;;;;;;;;;;
hermimon;c;gompw;;;24/06/2016;6;2016;Foretrex201;;33095,35;204225,63;;;;;;;;;;;;;
hermimon;b;gompw;;;24/06/2016;6;2016;Foretrex201;;33094,15;204229,78;;;;;;;;;;;;;
hermimon;c;gompw;;;24/06/2016;6;2016;Foretrex201;;33095,08;204241,78;;;;;;;;;;;;;
hermimon;c;gompw;;;24/06/2016;6;2016;Foretrex201;;33105,86;204218,87;;;;;;;;;;;;;
hermimon;c;gompw;;;24/06/2016;6;2016;Foretrex201;;33110,43;204211,01;;;;;;;;;;;;;
hermimon;b;gompw;;;24/06/2016;6;2016;Foretrex201;;33106,52;204198,36;;;;;;;;;;;;;
hermimon;c;gompw;;;24/06/2016;6;2016;Foretrex201;;33099,54;204194,05;;;;;;;;;;;;;
hermimon;c;gompw;;;24/06/2016;6;2016;Foretrex201;;33103,77;204181,47;;;;;;;;;;;;;
hermimon;b;gompw;;;24/06/2016;6;2016;Foretrex201;;33105,76;204178,73;;;;;;;;;;;;;
hermimon;b;gompw;;;24/06/2016;6;2016;Foretrex201;;33100,90;204172,43;;;;;;;;;;;;;
hermimon;b;gompw;;;24/06/2016;6;2016;Foretrex201;;33095,38;204171,30;;;;;;;;;;;;;
hermimon;d;gompw;;;24/06/2016;6;2016;Foretrex201;;33086,78;204154,92;;;;;;;;;;;;;
hermimon;c;gompw;;;24/06/2016;6;2016;Foretrex201;;33092,08;204153,17;;;;;;;;;;;;;
hermimon;c;gompw;;;24/06/2016;6;2016;Foretrex201;;33013,57;204225,14;;;;;;;;;;;;;
hermimon;c;gompw;;;24/06/2016;6;2016;Foretrex201;;33045,77;204249,70;;;;;;;;;;;;;
hermimon;c;gompw;;;24/06/2016;6;2016;Foretrex201;;33065,05;204244,91;;;;;;;;;;;;;
hermimon;a;gompw;;;27/06/2016;6;2016;Foretrex201;;22469,10;198819,90;;;;;;;;;;;;;
hermimon;c;gompw;;;27/06/2016;6;2016;Foretrex201;;22439,99;198931,25;;;;;;;;;;;;;
hermimon;c;gompw;;;27/06/2016;6;2016;Foretrex201;;22444,52;198929,22;;;;;;;;;;;;;
