groep;meetnet;task_id;taak;visit_id;start_date;start_time;end_date;end_time;notes;locatie;protocol;bezoek_status;uitgevoerd_door
amfibieën;Vuursalamander;3236;Transecttelling Vuursalamander 1;702;20/10/2016;21:30:00;20/10/2016;23:55:00;;Parkbos;vuursalamander transecten;Conform protocol;Luk Neujens
amfibieën;Vuursalamander;3271;Transecttelling Vuursalamander 2;757;31/10/2016;20:30:00;31/10/2016;22:00:00;;Parkbos;vuursalamander transecten;Conform protocol;Luk Neujens
amfibieën;Vuursalamander;3237;Transecttelling Vuursalamander 1;675;14/10/2016;20:30:00;14/10/2016;22:30:00;;Perlinkvallei (Sint-Blasius-Boekel);vuursalamander transecten;Conform protocol;VINCENT DECROOCK
amfibieën;Vuursalamander;3272;Transecttelling Vuursalamander 2;699;20/10/2016;20:15:00;20/10/2016;22:15:00;;Perlinkvallei (Sint-Blasius-Boekel);vuursalamander transecten;Conform protocol;VINCENT DECROOCK
amfibieën;Vuursalamander;3238;Transecttelling Vuursalamander 1;595;2/10/2016;20:45:00;2/10/2016;22:00:00;;Plaatsbeek;vuursalamander transecten;Conform protocol;Jo Thomas
amfibieën;Vuursalamander;3273;Transecttelling Vuursalamander 2;681;18/10/2016;19:45:00;18/10/2016;21:45:00;;Plaatsbeek;vuursalamander transecten;Conform protocol;Jo Thomas
amfibieën;Vuursalamander;3239;Transecttelling Vuursalamander 1;817;29/09/2016;;;;;Pyreneeën (Ter Guchten);vuursalamander transecten;Conform protocol;Philippe Moreaux
amfibieën;Vuursalamander;3274;Transecttelling Vuursalamander 2;818;17/10/2016;;;;;Pyreneeën (Ter Guchten);vuursalamander transecten;Conform protocol;Philippe Moreaux
amfibieën;Vuursalamander;3240;Transecttelling Vuursalamander 1;786;15/09/2016;21:00:00;15/09/2016;23:35:00;46 dieren, waarvan 12 juveniel, 7 wijfjes en 27 mannetjes;Raspaillebos;vuursalamander transecten;Conform protocol;Koen Steenhoudt
amfibieën;Vuursalamander;3275;Transecttelling Vuursalamander 2;787;25/09/2016;20:15:00;25/09/2016;22:30:00;37 dieren waarvan 15 juvenielen, 4 wijfjes en 18 mannetjes;Raspaillebos;vuursalamander transecten;Conform protocol;Koen Steenhoudt
amfibieën;Vuursalamander;3241;Transecttelling Vuursalamander 1;745;19/10/2016;21:10:00;19/10/2016;22:10:00;;Smetledebos;vuursalamander transecten;Conform protocol;Robert Jooris
amfibieën;Vuursalamander;3276;Transecttelling Vuursalamander 2;746;24/10/2016;20:00:00;24/10/2016;21:00:00;;Smetledebos;vuursalamander transecten;Conform protocol;Robert Jooris
amfibieën;Vuursalamander;3242;Transecttelling Vuursalamander 1;659;29/09/2016;20:20:00;29/09/2016;22:55:00;Traject 1: 45 vuursalamanders (21:15-22:55 Joris & David), Traject 2: 18 vuursalamanders (20:20-20:50 Joris alleen);Steenbergbos;vuursalamander transecten;Conform protocol;David Halfmaerten
amfibieën;Vuursalamander;3277;Transecttelling Vuursalamander 2;693;19/10/2016;20:00:00;19/10/2016;22:22:00;Medeteller: Koen Van Den Berge, Traject 1: 13 vuursalamanders (20:00 - 21:45), Traject 2: 14 vuursalamanders (21:53 - 22:22);Steenbergbos;vuursalamander transecten;Conform protocol;David Halfmaerten
amfibieën;Vuursalamander;3243;Transecttelling Vuursalamander 1;762;15/09/2016;21:00:00;;22:30:00;;'t Burreken;vuursalamander transecten;Conform protocol;Jos Gyssels
amfibieën;Vuursalamander;3278;Transecttelling Vuursalamander 2;764;14/10/2016;20:45:00;;22:15:00;;'t Burreken;vuursalamander transecten;Conform protocol;Jos Gyssels
amfibieën;Vuursalamander;3299;Transecttelling Vuursalamander 1;660;12/10/2016;19:30:00;12/10/2016;22:10:00;;Trimpont;vuursalamander transecten;Conform protocol;David Halfmaerten
amfibieën;Vuursalamander;3245;Transecttelling Vuursalamander 1;641;1/10/2016;22:34:00;1/10/2016;23:53:00;;Zoot (Ossebeek, Leengoedhof);vuursalamander transecten;Conform protocol;Ewald Van Dyck
amfibieën;Vuursalamander;3280;Transecttelling Vuursalamander 2;642;12/10/2016;22:30:00;12/10/2016;23:38:00;;Zoot (Ossebeek, Leengoedhof);vuursalamander transecten;Conform protocol;Ewald Van Dyck
libellen;Gevlekte witsnuitlibel;1;Veldbezoek 1;252;14/06/2016;15:30:00;14/06/2016;16:30:00;Afwisselend zonnig en bewolkt 23 graden. Herhaaldelijk op en neer gewandeld op de dijk en op de oever rond het ven (de gekende vindplaats);Asbeek;libellen populatietelling per locatie;Conform protocol;Jos Gorissen
libellen;Gevlekte witsnuitlibel;26;Veldbezoek 2;253;22/06/2016;14:30:00;22/06/2016;15:30:00;Zonnig/bewolkt 23 graden., Naast de gekende vindplaats die ik vorige keer bezocht ook een route gelopen langsheen de vijvers. Enkel op de gekende vindplaats (vorige meetnetlocatie) Gevlekte witsnuit aangetroffen;Asbeek;libellen populatietelling per locatie;Conform protocol;Jos Gorissen
libellen;Gevlekte witsnuitlibel;4713;Gebiedstelling 1 (01/06 - 10/06/2017);1403;5/06/2017;15:00:00;;;Warm windluw en zonnig. ca 1,5 tot 2 uur aanwezig geweest op lokatie. Helaas geen gevl witsnuit kunnen spotten..;Asbeek;libellen populatietelling per locatie;Conform protocol;huub van der vleuten
libellen;Gevlekte witsnuitlibel;4738;Gebiedstelling 2 (11/06 - 30/06/2017);1432;23/06/2017;17:00:00;;;relatief winderig, weinig juffers. Voor echte libellen nog ok. Zon/bewolkt;Asbeek;libellen populatietelling per locatie;Conform protocol;huub van der vleuten
libellen;Gevlekte witsnuitlibel;2;Veldbezoek 1;169;7/06/2016;13:00:00;7/06/2016;16:30:00;"3 locaties geselecteerd:, 1   51 13.050  5 10.750  grotere waterpartij, waarschijnlijk minder geschikt; kan eventueel geschrapt worden op termijn , 2   51 12.900  5 10.183  combinatie van iets grotere en een kleinere waterpartij; kleinere waterpartij waarschijnlijk meest geschikt, 3   51 12.700  5 09.917  2 kleine waterpartijen, meest geschikt; op elk vennetje werd 1 mannetje waargenomen, Totale bezoektijd is inclusief verplaatsingen tussen de 3 locaties, Zonder verplaatsing is 30 à 45 minuten effectief tellen per locatie realistisch";Buitengoor;libellen populatietelling per locatie;Conform protocol;Johan Devolder
libellen;Gevlekte witsnuitlibel;27;Veldbezoek 2;170;22/06/2016;13:00:00;22/06/2016;16:00:00;Zie opmerkingen eerste bezoek: zelfde locaties, teltijd 30 minuten à 45 minuten per locatie;Buitengoor;libellen populatietelling per locatie;Conform protocol;Johan Devolder
libellen;Gevlekte witsnuitlibel;28;Veldbezoek 2;151;14/06/2016;15:00:00;14/06/2016;17:00:00;;Catselt;libellen populatietelling per locatie;Conform protocol;Jos Van de Ven
libellen;Gevlekte witsnuitlibel;;;152;16/06/2016;14:00:00;16/06/2016;16:00:00;;Catselt;libellen populatietelling per locatie;Conform protocol;Jos Van de Ven
libellen;Gevlekte witsnuitlibel;;;153;18/06/2016;13:00:00;18/06/2016;14:00:00;;Catselt;libellen populatietelling per locatie;Conform protocol;Jos Van de Ven
libellen;Gevlekte witsnuitlibel;;;154;20/06/2016;13:00:00;20/06/2016;13:30:00;Gestopt door overvloedige regenval.;Catselt;libellen populatietelling per locatie;Conform protocol;Jos Van de Ven
libellen;Gevlekte witsnuitlibel;3;Veldbezoek 1;150;22/06/2016;11:30:00;22/06/2016;12:45:00;;Catselt;libellen populatietelling per locatie;Conform protocol;Jos Van de Ven
libellen;Gevlekte witsnuitlibel;4715;Gebiedstelling 1 (01/06 - 10/06/2017);1254;8/06/2017;14:03:00;;15:30:00;;Catselt;libellen populatietelling per locatie;Conform protocol;Jos Van de Ven
libellen;Gevlekte witsnuitlibel;4740;Gebiedstelling 2 (11/06 - 30/06/2017);1436;30/06/2017;14:00:00;;15:15:00;Libellen genoeg maar niet de juiste soort.;Catselt;libellen populatietelling per locatie;Conform protocol;Jos Van de Ven
libellen;Gevlekte witsnuitlibel;4;Veldbezoek 1;99;5/06/2016;10:00:00;5/06/2016;12:30:00;weersomstandigheden prima vanaf 11u45;Grobbendonk Engels Kamp sectie 15;libellen populatietelling per locatie;Conform protocol;Peter Van der Schoot
libellen;Gevlekte witsnuitlibel;29;Veldbezoek 2;202;4/07/2016;16:15:00;4/07/2016;17:30:00;;Grobbendonk Engels Kamp sectie 15;libellen populatietelling per locatie;Conform protocol;Peter Van der Schoot
libellen;Gevlekte witsnuitlibel;4716;Gebiedstelling 1 (01/06 - 10/06/2017);1253;21/05/2017;;;;enkel Rik is ter plaatse geweest;Grobbendonk Engels Kamp sectie 15;libellen populatietelling per locatie;Conform protocol;Peter Van der Schoot
libellen;Gevlekte witsnuitlibel;4741;Gebiedstelling 2 (11/06 - 30/06/2017);1309;18/06/2017;15:45:00;18/06/2017;17:45:00;;Grobbendonk Engels Kamp sectie 15;libellen populatietelling per locatie;Conform protocol;Peter Van der Schoot
libellen;Gevlekte witsnuitlibel;4717;Gebiedstelling 1 (01/06 - 10/06/2017);1372;10/06/2017;14:30:00;;16:30:00;"Alle libellen- en jufferwaarnemingen werden genoteerd (en zijn terug te vinden op wrn.be)./ Gevlekte witsnuit werd niet gevonden./ Tussen de begin- en eindtijd werd een half uur gespendeerd aan het zoeken naar de toen aanwezige roodkopklauwier (te zien aan het transect; ook te zien op wrn.be)./ Tijdens het waarnemen werd er geen speciale aandacht geschonken aan het geslacht, copula... (vandaar zal alles op 'onbekend' ingevoerd worden./ Bosbeekjuffer (2 exemplaren)./Niet zeker van alle waarnemingen (zie wrn.be).";Hageven grenspaal;libellen populatietelling per locatie;Conform protocol;Rens Hendrickx
libellen;Gevlekte witsnuitlibel;4742;Gebiedstelling 2 (11/06 - 30/06/2017);1293;14/06/2017;16:35:00;;17:50:00;;Hageven grenspaal;libellen populatietelling per locatie;Conform protocol;Hannes Ledegen
libellen;Gevlekte witsnuitlibel;4742;Gebiedstelling 2 (11/06 - 30/06/2017);1415;25/06/2017;9:30:00;;11:00:00;Amper libellen aanwezig wegens de slechte weercondities;Hageven grenspaal;libellen populatietelling per locatie;Conform protocol;Rens Hendrickx
libellen;Gevlekte witsnuitlibel;6;Veldbezoek 1;106;5/06/2016;15:15:00;5/06/2016;16:00:00;ook gezocht naar Maanwaterjuffer maar helaas geen enkele gevonden.;Kleine Ruiterskuilen;libellen populatietelling per locatie;Conform protocol;Peter Gabriels
libellen;Gevlekte witsnuitlibel;31;Veldbezoek 2;284;11/06/2016;;30/06/2016;;"De tweede telling van dit gebied is letterlijk en figuurlijk ""in het water gevallen"". Ik was twee weekends beschikbaar in de geschikte periode, maar toen lieten de weersomstandigheden, en hoe nat het gebied stond, niet toe om een tweede telling uit te voeren.";Kleine Ruiterskuilen;libellen populatietelling per locatie;Geen veldwerk mogelijk;Peter Gabriels
libellen;Gevlekte witsnuitlibel;4718;Gebiedstelling 1 (01/06 - 10/06/2017);1216;1/06/2017;14:30:00;1/06/2017;15:30:00;;Kleine Ruiterskuilen;libellen populatietelling per locatie;Conform protocol;Karel Flipkens
libellen;Gevlekte witsnuitlibel;4743;Gebiedstelling 2 (11/06 - 30/06/2017);1346;23/06/2017;14:15:00;23/06/2017;15:20:00;;Kleine Ruiterskuilen;libellen populatietelling per locatie;Conform protocol;Karel Flipkens
libellen;Gevlekte witsnuitlibel;7;Veldbezoek 1;134;10/06/2016;11:45:00;10/06/2016;13:00:00;;Kolberg Zonderik oost;libellen populatietelling per locatie;Conform protocol;Roy Hendrix
libellen;Gevlekte witsnuitlibel;32;Veldbezoek 2;208;28/06/2016;13:00:00;28/06/2016;14:15:00;Vervelende weersomstandigheden, temperatuur goed maar zon verdwijnt regelmatig achter de wolken.;Kolberg Zonderik oost;libellen populatietelling per locatie;Conform protocol;Roy Hendrix
libellen;Gevlekte witsnuitlibel;4719;Gebiedstelling 1 (01/06 - 10/06/2017);1441;10/06/2017;15:07:00;10/06/2017;16:06:00;Alle libellensoorten genoteerd (zie transect 6388 in waarnemingen.be). Enkel ook van vroege glazenmaker alle exemplaren ingevoerd. Geen gevlekte witsnuiten gezien.;Kolberg Zonderik oost;libellen populatietelling per locatie;Conform protocol;David Beyen
libellen;Gevlekte witsnuitlibel;4744;Gebiedstelling 2 (11/06 - 30/06/2017);1447;20/06/2017;12:35:00;20/06/2017;13:39:00;Alle libellensoorten genoteerd (zie transect 6736 in waarnemingen.be). Enkel ook van vroege glazenmaker (4 man) alle exemplaren ingevoerd. 3 man gevlekte witsnuit gezien.;Kolberg Zonderik oost;libellen populatietelling per locatie;Conform protocol;David Beyen
libellen;Gevlekte witsnuitlibel;8;Veldbezoek 1;133;10/06/2016;14:00:00;10/06/2016;15:30:00;;Kolberg Zonderik west;libellen populatietelling per locatie;Conform protocol;Roy Hendrix
libellen;Gevlekte witsnuitlibel;33;Veldbezoek 2;209;28/06/2016;14:30:00;28/06/2016;16:00:00;Vervelende weersomstandigheden, temperatuur goed maar zon verdwijnt regelmatig achter de wolken. Extra tijd besteed om individuen waar te nemen, zonder resultaat.;Kolberg Zonderik west;libellen populatietelling per locatie;Conform protocol;Roy Hendrix
libellen;Gevlekte witsnuitlibel;4720;Gebiedstelling 1 (01/06 - 10/06/2017);1221;2/06/2017;12:48:00;2/06/2017;13:56:00;Prima weersomstandigheden. Laatste 10 min van de telling waren er wel wolken voor de zon. Alle waargenomen soorten libellen ingevoerd op waarnemingen.be, met registratie van de gelopen route (transect 5972). Alleen van gevlekte witsnuit en vroege glazenmaker alle exemplaren ingevoerd.;Kolberg Zonderik west;libellen populatietelling per locatie;Conform protocol;David Beyen
libellen;Gevlekte witsnuitlibel;4745;Gebiedstelling 2 (11/06 - 30/06/2017);1443;18/06/2017;14:49:00;18/06/2017;16:02:00;Alle libellensoorten genoteerd (zie transect 6686 in waarnemingen.be). Enkel ook van vroege glazenmaker alle exemplaren ingevoerd. Geen gevlekte witsnuiten gezien.;Kolberg Zonderik west;libellen populatietelling per locatie;Conform protocol;David Beyen
libellen;Gevlekte witsnuitlibel;9;Veldbezoek 1;132;9/06/2016;15:00:00;9/06/2016;16:00:00;;Laambeekvallei oost;libellen populatietelling per locatie;Conform protocol;Roy Hendrix
libellen;Gevlekte witsnuitlibel;34;Veldbezoek 2;212;28/06/2016;11:45:00;28/06/2016;12:30:00;Vervelende weersomstandigheden, temperatuur goed maar zon verdwijnt regelmatig achter de wolken.;Laambeekvallei oost;libellen populatietelling per locatie;Conform protocol;Roy Hendrix
libellen;Gevlekte witsnuitlibel;4721;Gebiedstelling 1 (01/06 - 10/06/2017);1222;3/06/2017;13:45:00;3/06/2017;14:44:00;Weer: temperatuur OK, maar wat winderig en zon regelmatig achter de wolken. Door droog voorjaar (zeer) weinig water in de plassen. Alle waargenomen soorten libellen ingevoerd op waarnemingen.be, met registratie van de gelopen route (transect 5973). Alleen van vroege glazenmaker (1 man) en tangpantserjuffer (1 vr) alle exemplaren ingevoerd. Geen gevlekte witsnuiten gezien.;Laambeekvallei oost;libellen populatietelling per locatie;Conform protocol;David Beyen
libellen;Gevlekte witsnuitlibel;4746;Gebiedstelling 2 (11/06 - 30/06/2017);1444;21/06/2017;16:23:00;21/06/2017;17:21:00;Alle libellensoorten genoteerd (zie transect 6808 in waarnemingen.be). Enkel ook van gevlekte glanslibel alle exemplaren ingevoerd. Geen gevlekte witsnuiten gezien. Alleen in het diepste deel van de vijvertjes (zuidoosthoek van de zuidelijke vijver) stond nog een plas water.;Laambeekvallei oost;libellen populatietelling per locatie;Conform protocol;David Beyen
libellen;Gevlekte witsnuitlibel;10;Veldbezoek 1;130;9/06/2016;17:45:00;9/06/2016;18:45:00;Laat op de dag, maar nog steeds warme temperaturen. Over het algemeen echter minder goede omstandigheden (temperatuur minder gunstig dan in vroege namiddag, opkomende wind). Bezoeken later deze maand zullen een beter zicht geven op de aantallen. Aanwezigheid van de soort is dus wel bevestigd kunnen worden.;Laambeekvallei Vijvers Terlaemen;libellen populatietelling per locatie;Conform protocol;Roy Hendrix
libellen;Gevlekte witsnuitlibel;35;Veldbezoek 2;211;28/06/2016;17:15:00;28/06/2016;18:00:00;Vervelende weersomstandigheden, temperatuur goed maar zon verdwijnt regelmatig achter de wolken.;Laambeekvallei Vijvers Terlaemen;libellen populatietelling per locatie;Conform protocol;Roy Hendrix
libellen;Gevlekte witsnuitlibel;4722;Gebiedstelling 1 (01/06 - 10/06/2017);1223;3/06/2017;14:52:00;3/06/2017;15:52:00;Weer: temperatuur OK, maar winderig en zon meestal achter de wolken. Alle waargenomen soorten libellen ingevoerd op waarnemingen.be, met registratie van de gelopen route (transect 5974). Alleen van vroege glazenmaker (2 man) en gevlekte glanslibel (1 man) alle exemplaren ingevoerd. Geen gevlekte witsnuiten gezien.;Laambeekvallei Vijvers Terlaemen;libellen populatietelling per locatie;Conform protocol;David Beyen
libellen;Gevlekte witsnuitlibel;4747;Gebiedstelling 2 (11/06 - 30/06/2017);1445;20/06/2017;15:28:00;20/06/2017;16:28:00;Alle libellensoorten genoteerd (zie transect 6738 in waarnemingen.be). Enkel ook van gevlekte glanslibel en vroege glazenmaker alle exemplaren ingevoerd. Geen gevlekte witsnuiten gezien.;Laambeekvallei Vijvers Terlaemen;libellen populatietelling per locatie;Conform protocol;David Beyen
libellen;Gevlekte witsnuitlibel;11;Veldbezoek 1;100;5/06/2016;13:30:00;6/06/2016;14:30:00;;Langdonken 1;libellen populatietelling per locatie;Conform protocol;Peter Van der Schoot
libellen;Gevlekte witsnuitlibel;36;Veldbezoek 2;203;4/07/2016;12:00:00;4/07/2016;13:00:00;terrein nog steeds compleet onder water, geen Witsnuiten gevonden.  Wellicht alles kapot geregend een goeie maand geleden, zelfs de mais komt hier op veel akkers niet uit, volledig verzopen.;Langdonken 1;libellen populatietelling per locatie;Conform protocol;Peter Van der Schoot
libellen;Gevlekte witsnuitlibel;4723;Gebiedstelling 1 (01/06 - 10/06/2017);1183;25/05/2017;13:30:00;25/05/2017;14:45:00;27 °C, zwakke wind;Langdonken 1;libellen populatietelling per locatie;Conform protocol;Peter Van der Schoot
libellen;Gevlekte witsnuitlibel;4748;Gebiedstelling 2 (11/06 - 30/06/2017);1304;18/06/2017;;;;;Langdonken 1;libellen populatietelling per locatie;Conform protocol;Peter Van der Schoot
libellen;Gevlekte witsnuitlibel;12;Veldbezoek 1;101;5/06/2016;14:30:00;5/06/2016;15:30:00;weer zonnig en warm, weinig wind.  Waterstand in gebied 30 cm hoger dan normaal, moeilijk toegankelijk.;Langdonken 2;libellen populatietelling per locatie;Conform protocol;Peter Van der Schoot
libellen;Gevlekte witsnuitlibel;37;Veldbezoek 2;204;4/07/2016;13:00:00;4/07/2016;14:00:00;enorme aantallen heidelibellen en pantserjuffers in de vegetatie;Langdonken 2;libellen populatietelling per locatie;Conform protocol;Peter Van der Schoot
libellen;Gevlekte witsnuitlibel;4724;Gebiedstelling 1 (01/06 - 10/06/2017);1184;25/05/2017;14:45:00;25/05/2017;16:25:00;;Langdonken 2;libellen populatietelling per locatie;Conform protocol;Peter Van der Schoot
libellen;Gevlekte witsnuitlibel;4749;Gebiedstelling 2 (11/06 - 30/06/2017);1305;18/06/2017;;;;;Langdonken 2;libellen populatietelling per locatie;Conform protocol;Peter Van der Schoot
libellen;Gevlekte witsnuitlibel;13;Veldbezoek 1;171;7/06/2016;16:00:00;7/06/2016;17:00:00;Wegens minder goede weersomstandigheden: bezoek beperkt tot eerste ven dichtbij weg (51 13.507  5 11.063);Maat Klein Verkaillen;libellen populatietelling per locatie;Niet volledig conform protocol;Johan Devolder
libellen;Gevlekte witsnuitlibel;38;Veldbezoek 2;172;22/06/2016;16:00:00;22/06/2016;18:00:00;4 geschikte locaties onderzocht:, 1) 51 13.639  5 11.256  (geen permanent ven ?), 2) 51 13.527  5 11.255  (geen permanent ven ?), 3) 51 13.515  5 11.220, 4) 51 13.507  5 11.063, Omwille van uitzonderlijke regenval van voorbije weken, zijn de meeste vennen veel uitgestrekter dan in een normaal seizoen, wat het tellen moeilijker maakt.;Maat Klein Verkaillen;libellen populatietelling per locatie;Conform protocol;Johan Devolder
libellen;Gevlekte witsnuitlibel;14;Veldbezoek 1;174;10/06/2016;15:00:00;10/06/2016;18:30:00;Verschillende locaties onderzocht, selectie nog te maken op basis van permanent blijven van de kleinere vennetjes ?, 1) 51 17.074   5 9.628  kleine wateroppervlakte, niet permanent (?):  L. pectoralis waargenomen, 2) 51 17.137   5 9.776  klein ven, dichtbij grote westelijke vijver, 3) 51 17.200   5 9.797  randzone grote westelijke vijver, naast dam tussen westelijke en oostelijke deel, 4) 51 17.301   5 10.108 oostelijk deel, weinig open water, slenken aan bosrand, 5) 51 17.351   5 9.825 noordelijke randzone grote oostelijke vijver;Ronde Put;libellen populatietelling per locatie;Conform protocol;Johan Devolder
libellen;Gevlekte witsnuitlibel;39;Veldbezoek 2;175;22/06/2016;10:30:00;22/06/2016;13:00:00;Verschillende locaties onderzocht, selectie nog te maken op basis van permanent blijven van de kleinere vennetjes ?, 1a) 51 17.074   5 9.628  kleine wateroppervlakte, niet permanent (?), 1b) 51 17.083  5 9.558  kleine wateroppervlakte, niet permanent (?)  L. pectoralis waargenomen , 2) 51 17.137   5 9.776  klein ven, dichtbij grote westelijke vijver, 3) 51 17.200   5 9.797  randzone grote westelijke vijver, naast dam tussen westelijke en oostelijke deel, 4) 51 17.301   5 10.108 oostelijk deel, weinig open water, slenken aan bosrand, 5) 51 17.351   5 9.825 noordelijke randzone grote oostelijke vijver;Ronde Put;libellen populatietelling per locatie;Conform protocol;Johan Devolder
libellen;Gevlekte witsnuitlibel;15;Veldbezoek 1;119;10/06/2016;13:35:00;10/06/2016;14:10:00;;Sluisbeemden;libellen populatietelling per locatie;Conform protocol;Koen Thonissen
libellen;Gevlekte witsnuitlibel;40;Veldbezoek 2;578;19/06/2016;;;;Verschillende keren gaan kijken in het gebied op 19/06, 24/06 en 30/06 om een tweede telling uit te voeren maar vanwege de hoge waterstand en het uitblijven van goede weersomstandigheden was een gestandaardiseerde telling niet mogelijk.;Sluisbeemden;libellen populatietelling per locatie;Geen veldwerk mogelijk;Koen Thonissen
libellen;Gevlekte witsnuitlibel;16;Veldbezoek 1;588;7/06/2016;12:00:00;7/06/2016;16:00:00;;Tenhaagdoornheide;libellen populatietelling per locatie;Conform protocol;Geert Beckers
libellen;Gevlekte witsnuitlibel;41;Veldbezoek 2;591;19/06/2016;12:00:00;19/06/2016;16:00:00;;Tenhaagdoornheide;libellen populatietelling per locatie;Conform protocol;Geert Beckers
libellen;Gevlekte witsnuitlibel;4728;Gebiedstelling 1 (01/06 - 10/06/2017);1389;14/06/2017;11:00:00;14/06/2017;12:15:00;;Tenhaagdoornheide;libellen populatietelling per locatie;Conform protocol;Geert De Knijf
libellen;Gevlekte witsnuitlibel;4753;Gebiedstelling 2 (11/06 - 30/06/2017);1411;22/06/2017;11:38:00;;13:35:00;Enkel een potentiële glassnijder werd niet ingevoerd wegens onzeker;Tenhaagdoornheide;libellen populatietelling per locatie;Conform protocol;Hannes Ledegen
libellen;Gevlekte witsnuitlibel;17;Veldbezoek 1;589;7/06/2016;12:00:00;7/06/2016;16:00:00;;Tenhaagdoornheide Huttebeek Hellebroekvijvers;libellen populatietelling per locatie;Conform protocol;Geert Beckers
libellen;Gevlekte witsnuitlibel;42;Veldbezoek 2;590;19/06/2016;12:00:00;19/06/2016;16:00:00;;Tenhaagdoornheide Huttebeek Hellebroekvijvers;libellen populatietelling per locatie;Conform protocol;Geert Beckers
libellen;Gevlekte witsnuitlibel;4729;Gebiedstelling 1 (01/06 - 10/06/2017);1391;14/06/2017;14:15:00;14/06/2017;16:30:00;;Tenhaagdoornheide Huttebeek Hellebroekvijvers;libellen populatietelling per locatie;Conform protocol;Geert De Knijf
libellen;Gevlekte witsnuitlibel;4754;Gebiedstelling 2 (11/06 - 30/06/2017);1413;22/06/2017;14:00:00;;15:10:00;Er begon een lichte wind op te komen halverwege de telling waardoor de aantallen voor juffers een serieuze onderschatting zijn van de aanwezige juffers. Voor de echte libellen waaide het niet hard genoeg om een probleem te zijn.;Tenhaagdoornheide Huttebeek Hellebroekvijvers;libellen populatietelling per locatie;Conform protocol;Hannes Ledegen
libellen;Gevlekte witsnuitlibel;18;Veldbezoek 1;107;4/06/2016;14:30:00;5/06/2016;16:00:00;slechts gedeeltelijk gedaan door dreigend onweer. , Hoge aantallen Speerwaterjuffers. Niet alle libellen geteld (te groot gebied).;Teut Grootven;libellen populatietelling per locatie;Conform protocol;Peter Gabriels
libellen;Gevlekte witsnuitlibel;43;Veldbezoek 2;285;11/06/2016;;30/06/2016;;"De tweede telling van dit gebied is letterlijk en figuurlijk ""in het water gevallen"". Ik was twee weekends beschikbaar in de geschikte periode, maar toen lieten de weersomstandigheden, en hoe nat het gebied stond, niet toe om een tweede telling uit te voeren.";Teut Grootven;libellen populatietelling per locatie;Geen veldwerk mogelijk;Peter Gabriels
libellen;Gevlekte witsnuitlibel;4730;Gebiedstelling 1 (01/06 - 10/06/2017);1257;3/06/2017;;;;;Teut Grootven;libellen populatietelling per locatie;Conform protocol;Peter Gabriels
libellen;Gevlekte witsnuitlibel;4755;Gebiedstelling 2 (11/06 - 30/06/2017);1348;23/06/2017;;;;doelsoort niet gevonden ondanks grondige telling van deze vennen.;Teut Grootven;libellen populatietelling per locatie;Conform protocol;Peter Gabriels
libellen;Gevlekte witsnuitlibel;19;Veldbezoek 1;113;9/06/2016;14:00:00;9/06/2016;15:00:00;Nadat ik  een verkenningsbezoek bracht in Tielen-kamp op Zondag 5/6/2016 en informatie verzamelde over de locatie waar er een vermoedelijke populatie Gevlekte Witsnuitlibellen zich bevond, ben ik met een medeteller op veldbezoek geweest in het militair kamp op locatie 11K. Voor mij was het een groot succes 9 exemplaren van de soort allen mannetjes. Op een paar honderd meter van de populatie vonden we nog een plaats locatie 12J waar we 3 mannetjes mochten noteren deze zijn niet opgenomen in de bijgevoegde telling. De mannetjes waren goed uitgekleurd. Ons rest nog de vraag waar zitten de vrouwtjes? Hopelijk komt het antwoord een van de volgende dagen., Het ven dat we bezochten was een typisch bos ven met zowel planten in als uitstekend boven het water. De randen Waren variërend met hier en daar beplanting waar de mannetjes hun uitkijkposten konden uitzoeken.;Tielenkamp;libellen populatietelling per locatie;Conform protocol;Ronny Jansen
libellen;Gevlekte witsnuitlibel;44;Veldbezoek 2;140;19/06/2016;14:00:00;20/06/2016;15:00:00;Geen witsnuiten te bespeuren, nog de gevlekte nog de andere. , Afbakening zone:, 51.269113,4.928670 / 51.268793,4.929735 /, 51.268302,4.927863 / 51.267919,4.928878, EDIT: ook nultellingen zijn geldige tellingen. Gewijzigd van niet conform naar conform protocol.;Tielenkamp;libellen populatietelling per locatie;Conform protocol;Ronny Jansen
libellen;Gevlekte witsnuitlibel;4731;Gebiedstelling 1 (01/06 - 10/06/2017);1313;5/06/2017;15:30:00;;;Bewolkt.;Tielenkamp;libellen populatietelling per locatie;Conform protocol;Ronny Jansen
libellen;Gevlekte witsnuitlibel;4756;Gebiedstelling 2 (11/06 - 30/06/2017);1330;14/06/2017;11:00:00;14/06/2017;12:00:00;Nieuwe telling nadat de eerste niets had opgeleverd. Mooi warm weer.                                                                                                                                                                                                  Mogelijk 1 paringwiel maar kan dit niet met zekerheid bevestigen.                                                                                                                                                                                            Buiten massaal voorkomen van viervlekken die op alles wat beweegt reageren en hoge aantallen grote keizerlibellen valt de lage aantallen van gebruikelijke soorten duidelijk op.;Tielenkamp;libellen populatietelling per locatie;Conform protocol;dirk eysermans
